"","message","compositional","sender","receiver","evaluator","evaluation"
"1519",35,"compositional",4,22,51,22
"1520",9,"spectral",4,28,51,32
"1521",20,"spectral",3,7,51,59
"1522",10,"spectral",17,3,51,66
"1523",9,"spectral",4,12,51,15
"1524",32,"compositional",17,6,51,33
"1525",5,"spectral",3,17,51,23
"1526",36,"compositional",3,43,51,46
"1527",20,"spectral",3,29,51,66
"1528",0,"spectral",4,10,51,27
"1529",2,"spectral",8,48,51,17
"1530",33,"compositional",25,32,51,69
"1531",26,"compositional",8,5,52,0
"1532",14,"spectral",4,47,52,20
"1533",20,"spectral",3,33,52,0
"1534",9,"spectral",4,46,52,0
"1535",15,"spectral",3,29,52,0
"1536",17,"spectral",10,39,52,0
"1537",32,"compositional",17,3,52,30
"1538",28,"compositional",14,34,52,0
"1539",39,"compositional",17,3,52,40
"1540",16,"spectral",14,11,52,0
"1541",5,"spectral",3,25,52,0
"1542",35,"compositional",10,31,52,0
"1543",20,"spectral",3,25,52,0
"1544",26,"compositional",4,46,52,30
"1545",33,"compositional",25,32,52,70
"1546",29,"compositional",8,18,52,30
"1547",35,"compositional",10,35,52,35
"1548",30,"compositional",3,23,52,0
"1549",26,"compositional",8,48,52,0
"1550",9,"spectral",14,30,52,30
"1551",9,"spectral",4,47,52,20
"1552",29,"compositional",8,16,52,60
"1553",21,"compositional",10,31,52,30
"1554",14,"spectral",4,28,52,60
"1555",30,"compositional",3,33,52,0
"1556",34,"compositional",4,10,52,0
"1557",36,"compositional",3,42,52,0
"1558",11,"spectral",10,36,52,0
"1559",11,"spectral",17,15,52,30
"1560",14,"spectral",4,38,52,0
"1561",1,"spectral",14,11,53,20
"1562",2,"spectral",8,5,53,67
"1563",20,"spectral",3,17,53,5
"1564",17,"spectral",10,36,53,30
"1565",16,"spectral",14,9,53,0
"1566",22,"compositional",14,40,53,0
"1567",37,"compositional",10,36,53,72
"1568",0,"spectral",4,19,53,8
"1569",30,"compositional",3,7,53,23
"1570",9,"spectral",14,11,53,0
"1571",32,"compositional",17,20,53,0
"1572",32,"compositional",17,3,53,70
"1573",7,"spectral",8,49,53,13
"1574",4,"spectral",8,21,53,15
"1575",35,"compositional",10,37,53,60
"1576",36,"compositional",3,25,53,2
"1577",30,"compositional",3,23,53,0
"1578",15,"spectral",25,13,53,15
"1579",10,"spectral",17,15,53,88
"1580",5,"spectral",3,33,53,5
"1581",31,"compositional",14,44,53,32
"1582",31,"compositional",17,8,53,75
"1583",16,"spectral",3,33,53,60
"1584",16,"spectral",14,11,53,2
"1585",35,"compositional",8,48,53,73
"1586",11,"spectral",10,35,53,0
"1587",16,"spectral",14,44,53,41
"1588",0,"spectral",4,22,53,8
"1589",26,"compositional",8,50,53,0
"1590",22,"compositional",14,34,53,15
"1591",31,"compositional",17,20,54,5
"1592",28,"compositional",14,30,54,62
"1593",35,"compositional",8,18,54,56
"1594",11,"spectral",10,35,54,3
"1595",29,"compositional",8,50,54,5
"1596",10,"spectral",17,15,54,76
"1597",14,"spectral",4,22,54,14
"1598",21,"compositional",10,31,54,55
"1599",1,"spectral",14,26,54,68
"1600",14,"spectral",10,39,54,6
"1601",9,"spectral",4,28,54,12
"1602",10,"spectral",17,3,54,5
"1603",17,"spectral",10,39,54,7
"1604",31,"compositional",17,24,54,70
"1605",14,"spectral",4,46,54,5
"1606",9,"spectral",14,34,54,3
"1607",31,"compositional",14,40,54,47
"1608",16,"spectral",17,6,54,54
"1609",0,"spectral",4,46,54,3
"1610",20,"spectral",3,25,54,1
"1611",39,"compositional",17,3,54,41
"1612",27,"compositional",25,41,54,47
"1613",10,"spectral",17,24,54,56
"1614",14,"spectral",4,12,54,7
"1615",34,"compositional",4,19,54,7
"1616",34,"compositional",4,38,54,17
"1617",11,"spectral",17,8,54,78
"1618",10,"spectral",17,8,54,62
"1619",26,"compositional",4,47,54,64
"1620",31,"compositional",17,8,54,45
"1621",28,"compositional",14,30,55,24
"1622",13,"spectral",25,27,55,43
"1623",11,"spectral",17,24,55,54
"1624",37,"compositional",10,2,55,7
"1625",16,"spectral",17,8,55,5
"1626",0,"spectral",4,4,55,32
"1627",16,"spectral",25,27,55,87
"1628",27,"compositional",25,41,55,24
"1629",15,"spectral",3,25,55,11
"1630",16,"spectral",17,6,55,67
"1631",7,"spectral",8,48,55,6
"1632",15,"spectral",25,32,55,36
"1633",32,"compositional",17,24,55,68
"1634",20,"spectral",3,17,55,1
"1635",26,"compositional",8,16,55,89
"1636",16,"spectral",25,32,55,34
"1637",27,"compositional",25,27,55,10
"1638",35,"compositional",10,39,55,93
"1639",9,"spectral",4,38,55,5
"1640",1,"spectral",14,40,55,11
"1641",39,"compositional",17,8,55,30
"1642",13,"spectral",25,32,55,70
"1643",36,"compositional",3,43,55,53
"1644",1,"spectral",14,26,55,63
"1645",33,"compositional",25,45,55,0
"1646",16,"spectral",3,33,55,6
"1647",22,"compositional",14,11,55,2
"1648",0,"spectral",4,46,55,16
"1649",39,"compositional",17,3,55,12
"1650",26,"compositional",4,46,55,6
"1651",0,"spectral",4,19,56,12
"1652",35,"compositional",8,49,56,18
"1653",35,"compositional",10,39,56,80
"1654",28,"compositional",14,26,56,75
"1655",35,"compositional",8,16,56,60
"1656",31,"compositional",17,15,56,66
"1657",27,"compositional",25,13,56,39
"1658",10,"spectral",17,3,56,15
"1659",33,"compositional",25,13,56,20
"1660",37,"compositional",10,36,56,72
"1661",34,"compositional",4,10,56,17
"1662",11,"spectral",17,24,56,69
"1663",20,"spectral",3,23,56,3
"1664",16,"spectral",3,43,56,56
"1665",17,"spectral",10,39,56,0
"1666",35,"compositional",8,18,56,52
"1667",28,"compositional",14,34,56,5
"1668",7,"spectral",8,48,56,19
"1669",31,"compositional",17,6,56,24
"1670",36,"compositional",3,42,56,3
"1671",30,"compositional",3,25,56,35
"1672",10,"spectral",17,24,56,92
"1673",38,"compositional",25,32,56,57
"1674",35,"compositional",10,35,56,23
"1675",20,"spectral",3,25,56,0
"1676",9,"spectral",14,34,56,0
"1677",16,"spectral",25,27,56,73
"1678",13,"spectral",25,27,56,62
"1679",14,"spectral",4,12,56,0
"1680",9,"spectral",14,9,56,0
"1681",5,"spectral",3,17,57,20
"1682",26,"compositional",4,46,57,65
"1683",36,"compositional",3,23,57,55
"1684",31,"compositional",14,9,57,8
"1685",26,"compositional",4,4,57,85
"1686",16,"spectral",14,9,57,5
"1687",16,"spectral",25,41,57,5
"1688",17,"spectral",10,36,57,60
"1689",0,"spectral",4,10,57,10
"1690",11,"spectral",10,37,57,95
"1691",15,"spectral",3,23,57,5
"1692",38,"compositional",25,41,57,3
"1693",14,"spectral",4,28,57,90
"1694",36,"compositional",3,29,57,15
"1695",11,"spectral",10,35,57,20
"1696",30,"compositional",3,7,57,55
"1697",4,"spectral",8,18,57,40
"1698",35,"compositional",8,48,57,90
"1699",15,"spectral",3,29,57,25
"1700",28,"compositional",14,44,57,20
"1701",13,"spectral",25,14,57,10
"1702",5,"spectral",3,23,57,50
"1703",38,"compositional",25,32,57,85
"1704",30,"compositional",3,42,57,20
"1705",27,"compositional",25,27,57,70
"1706",29,"compositional",8,50,57,45
"1707",15,"spectral",3,33,57,15
"1708",7,"spectral",8,16,57,75
"1709",15,"spectral",3,17,57,20
"1710",33,"compositional",25,41,57,5
"1711",26,"compositional",8,16,58,75
"1712",35,"compositional",4,12,58,30
"1713",16,"spectral",14,26,58,42
"1714",10,"spectral",17,6,58,97
"1715",16,"spectral",3,42,58,2
"1716",4,"spectral",8,5,58,53
"1717",11,"spectral",17,15,58,55
"1718",20,"spectral",3,17,58,1
"1719",9,"spectral",4,47,58,51
"1720",34,"compositional",4,47,58,49
"1721",5,"spectral",3,7,58,46
"1722",26,"compositional",8,48,58,0
"1723",17,"spectral",10,39,58,1
"1724",5,"spectral",3,17,58,1
"1725",35,"compositional",4,22,58,38
"1726",29,"compositional",8,16,58,90
"1727",16,"spectral",3,29,58,4
"1728",28,"compositional",14,30,58,25
"1729",16,"spectral",17,8,58,1
"1730",30,"compositional",3,17,58,17
"1731",26,"compositional",8,18,58,5
"1732",37,"compositional",10,39,58,80
"1733",34,"compositional",4,10,58,10
"1734",13,"spectral",25,27,58,60
"1735",31,"compositional",17,15,58,55
"1736",29,"compositional",8,50,58,20
"1737",20,"spectral",3,29,58,13
"1738",15,"spectral",3,33,58,3
"1739",14,"spectral",4,19,58,4
"1740",35,"compositional",10,36,58,40
"1741",16,"spectral",25,14,59,10
"1742",28,"compositional",14,26,59,83
"1743",31,"compositional",17,6,59,40
"1744",34,"compositional",4,22,59,24
"1745",37,"compositional",10,36,59,86
"1746",38,"compositional",25,41,59,6
"1747",29,"compositional",8,18,59,34
"1748",20,"spectral",3,29,59,16
"1749",16,"spectral",14,44,59,14
"1750",35,"compositional",8,5,59,92
"1751",33,"compositional",25,14,59,8
"1752",11,"spectral",10,39,59,14
"1753",20,"spectral",3,33,59,4
"1754",2,"spectral",8,49,59,2
"1755",22,"compositional",14,40,59,18
"1756",37,"compositional",10,31,59,28
"1757",14,"spectral",4,46,59,24
"1758",17,"spectral",10,2,59,2
"1759",9,"spectral",14,9,59,10
"1760",30,"compositional",3,29,59,23
"1761",15,"spectral",3,29,59,14
"1762",36,"compositional",3,43,59,70
"1763",35,"compositional",10,36,59,6
"1764",10,"spectral",17,8,59,78
"1765",36,"compositional",3,25,59,14
"1766",9,"spectral",14,40,59,10
"1767",9,"spectral",14,26,59,68
"1768",15,"spectral",3,7,59,60
"1769",14,"spectral",4,38,59,24
"1770",28,"compositional",14,40,59,28
"1771",35,"compositional",10,36,60,17
"1772",5,"spectral",3,17,60,30
"1773",15,"spectral",25,45,60,2
"1774",17,"spectral",10,31,60,74
"1775",4,"spectral",8,50,60,13
"1776",0,"spectral",4,46,60,2
"1777",34,"compositional",4,28,60,76
"1778",9,"spectral",14,44,60,7
"1779",16,"spectral",3,42,60,23
"1780",21,"compositional",10,36,60,72
"1781",29,"compositional",8,18,60,24
"1782",2,"spectral",8,50,60,42
"1783",14,"spectral",10,31,60,66
"1784",31,"compositional",14,34,60,57
"1785",9,"spectral",4,19,60,0
"1786",34,"compositional",4,38,60,58
"1787",33,"compositional",25,13,60,0
"1788",21,"compositional",10,39,60,87
"1789",0,"spectral",4,22,60,15
"1790",36,"compositional",3,25,60,2
"1791",15,"spectral",3,7,60,98
"1792",5,"spectral",3,29,60,13
"1793",21,"compositional",10,35,60,25
"1794",10,"spectral",17,6,60,92
"1795",30,"compositional",3,33,60,60
"1796",26,"compositional",4,22,60,37
"1797",35,"compositional",4,4,60,11
"1798",2,"spectral",8,48,60,0
"1799",11,"spectral",10,2,60,0
"1800",35,"compositional",4,22,60,56
"1801",16,"spectral",25,41,61,37
"1802",22,"compositional",14,44,61,22
"1803",33,"compositional",25,45,61,47
"1804",22,"compositional",14,9,61,27
"1805",35,"compositional",10,31,61,55
"1806",11,"spectral",10,31,61,70
"1807",37,"compositional",10,36,61,60
"1808",35,"compositional",4,4,61,23
"1809",34,"compositional",4,38,61,24
"1810",30,"compositional",3,23,61,38
"1811",37,"compositional",10,35,61,45
"1812",14,"spectral",10,31,61,66
"1813",35,"compositional",4,38,61,83
"1814",7,"spectral",8,48,61,43
"1815",38,"compositional",25,13,61,11
"1816",9,"spectral",14,34,61,36
"1817",20,"spectral",3,17,61,24
"1818",15,"spectral",25,32,61,58
"1819",30,"compositional",3,43,61,26
"1820",28,"compositional",14,26,61,87
"1821",10,"spectral",17,3,61,33
"1822",35,"compositional",8,16,61,75
"1823",9,"spectral",4,38,61,24
"1824",26,"compositional",8,48,61,29
"1825",17,"spectral",10,2,61,30
"1826",39,"compositional",17,8,61,63
"1827",14,"spectral",10,35,61,25
"1828",34,"compositional",4,12,61,45
"1829",5,"spectral",3,33,61,38
"1830",9,"spectral",14,40,61,31
"1831",9,"spectral",14,30,62,7
"1832",35,"compositional",4,4,62,4
"1833",4,"spectral",8,49,62,1
"1834",34,"compositional",4,4,62,72
"1835",30,"compositional",3,29,62,22
"1836",37,"compositional",10,31,62,74
"1837",34,"compositional",4,38,62,31
"1838",28,"compositional",14,40,62,2
"1839",11,"spectral",17,15,62,93
"1840",15,"spectral",3,7,62,83
"1841",11,"spectral",17,3,62,85
"1842",15,"spectral",3,43,62,99
"1843",31,"compositional",14,44,62,6
"1844",11,"spectral",17,24,62,91
"1845",32,"compositional",17,3,62,64
"1846",9,"spectral",14,11,62,0
"1847",2,"spectral",8,50,62,8
"1848",31,"compositional",14,11,62,2
"1849",9,"spectral",4,10,62,7
"1850",16,"spectral",17,20,62,1
"1851",26,"compositional",8,16,62,83
"1852",9,"spectral",4,38,62,2
"1853",11,"spectral",10,37,62,72
"1854",35,"compositional",8,21,62,4
"1855",5,"spectral",3,33,62,3
"1856",14,"spectral",4,19,62,1
"1857",5,"spectral",3,25,62,7
"1858",35,"compositional",4,12,62,60
"1859",1,"spectral",14,34,62,5
"1860",14,"spectral",10,39,62,2
"1861",26,"compositional",4,12,63,50
"1862",16,"spectral",3,23,63,61
"1863",0,"spectral",4,28,63,76
"1864",32,"compositional",17,6,63,63
"1865",35,"compositional",8,16,63,84
"1866",35,"compositional",10,2,63,2
"1867",36,"compositional",3,42,63,49
"1868",34,"compositional",4,19,63,50
"1869",0,"spectral",4,12,63,2
"1870",0,"spectral",4,47,63,66
"1871",11,"spectral",10,31,63,85
"1872",31,"compositional",17,8,63,93
"1873",11,"spectral",17,15,63,87
"1874",35,"compositional",10,31,63,44
"1875",38,"compositional",25,14,63,54
"1876",29,"compositional",8,21,63,39
"1877",22,"compositional",14,40,63,40
"1878",30,"compositional",3,25,63,52
"1879",30,"compositional",3,42,63,38
"1880",26,"compositional",8,18,63,27
"1881",31,"compositional",14,34,63,39
"1882",21,"compositional",10,39,63,49
"1883",14,"spectral",4,38,63,22
"1884",16,"spectral",17,3,63,94
"1885",10,"spectral",17,20,63,12
"1886",0,"spectral",4,46,63,24
"1887",28,"compositional",14,40,63,17
"1888",4,"spectral",8,21,63,30
"1889",1,"spectral",14,26,63,30
"1890",14,"spectral",10,39,63,36
"1891",14,"spectral",10,2,64,29
"1892",11,"spectral",10,31,64,82
"1893",16,"spectral",3,17,64,2
"1894",39,"compositional",17,15,64,61
"1895",29,"compositional",8,48,64,33
"1896",9,"spectral",4,46,64,12
"1897",29,"compositional",8,18,64,24
"1898",16,"spectral",17,3,64,72
"1899",28,"compositional",14,34,64,7
"1900",26,"compositional",4,12,64,1
"1901",31,"compositional",17,24,64,94
"1902",15,"spectral",3,29,64,9
"1903",4,"spectral",8,50,64,9
"1904",26,"compositional",8,18,64,4
"1905",14,"spectral",4,28,64,82
"1906",15,"spectral",3,42,64,7
"1907",0,"spectral",4,46,64,3
"1908",0,"spectral",4,4,64,78
"1909",35,"compositional",10,2,64,7
"1910",9,"spectral",4,22,64,12
"1911",9,"spectral",4,38,64,3
"1912",14,"spectral",4,4,64,36
"1913",21,"compositional",10,36,64,82
"1914",28,"compositional",14,44,64,14
"1915",36,"compositional",3,25,64,5
"1916",20,"spectral",3,17,64,7
"1917",33,"compositional",25,45,64,21
"1918",11,"spectral",10,37,64,61
"1919",35,"compositional",8,18,64,81
"1920",31,"compositional",14,40,64,87
"1921",16,"spectral",17,3,65,65
"1922",9,"spectral",14,9,65,0
"1923",27,"compositional",25,14,65,30
"1924",11,"spectral",17,6,65,50
"1925",31,"compositional",14,34,65,0
"1926",9,"spectral",4,19,65,0
"1927",11,"spectral",10,37,65,40
"1928",11,"spectral",17,3,65,70
"1929",28,"compositional",14,30,65,0
"1930",7,"spectral",8,18,65,0
"1931",35,"compositional",4,10,65,20
"1932",30,"compositional",3,29,65,0
"1933",10,"spectral",17,3,65,0
"1934",2,"spectral",8,18,65,0
"1935",13,"spectral",25,45,65,0
"1936",16,"spectral",17,6,65,15
"1937",10,"spectral",17,20,65,0
"1938",38,"compositional",25,14,65,40
"1939",7,"spectral",8,21,65,5
"1940",15,"spectral",3,33,65,0
"1941",38,"compositional",25,45,65,0
"1942",26,"compositional",8,16,65,55
"1943",4,"spectral",8,5,65,20
"1944",15,"spectral",3,25,65,0
"1945",2,"spectral",8,21,65,0
"1946",22,"compositional",14,11,65,0
"1947",9,"spectral",4,12,65,0
"1948",28,"compositional",14,34,65,0
"1949",36,"compositional",3,25,65,0
"1950",34,"compositional",4,46,65,5
"1951",28,"compositional",14,40,66,0
"1952",20,"spectral",3,23,66,0
"1953",22,"compositional",14,40,66,12
"1954",14,"spectral",10,37,66,3
"1955",0,"spectral",4,38,66,10
"1956",14,"spectral",4,28,66,50
"1957",13,"spectral",25,13,66,69
"1958",28,"compositional",14,26,66,72
"1959",14,"spectral",4,38,66,0
"1960",14,"spectral",4,47,66,75
"1961",15,"spectral",25,45,66,0
"1962",16,"spectral",17,24,66,74
"1963",9,"spectral",14,9,66,0
"1964",34,"compositional",4,4,66,44
"1965",16,"spectral",25,45,66,11
"1966",4,"spectral",8,16,66,66
"1967",22,"compositional",14,11,66,12
"1968",9,"spectral",4,28,66,16
"1969",35,"compositional",4,19,66,65
"1970",37,"compositional",10,39,66,30
"1971",30,"compositional",3,43,66,11
"1972",26,"compositional",8,48,66,0
"1973",5,"spectral",3,25,66,0
"1974",26,"compositional",4,28,66,40
"1975",5,"spectral",3,17,66,0
"1976",14,"spectral",10,2,66,1
"1977",26,"compositional",8,16,66,66
"1978",2,"spectral",8,18,66,3
"1979",9,"spectral",14,34,66,0
"1980",16,"spectral",3,17,66,0
"1981",31,"compositional",14,9,67,10
"1982",14,"spectral",4,4,67,8
"1983",14,"spectral",10,31,67,35
"1984",20,"spectral",3,42,67,1
"1985",22,"compositional",14,9,67,9
"1986",34,"compositional",4,38,67,9
"1987",15,"spectral",3,7,67,19
"1988",10,"spectral",17,15,67,90
"1989",14,"spectral",10,36,67,60
"1990",38,"compositional",25,41,67,2
"1991",21,"compositional",10,31,67,12
"1992",26,"compositional",4,4,67,31
"1993",5,"spectral",3,33,67,6
"1994",16,"spectral",25,45,67,4
"1995",35,"compositional",10,39,67,80
"1996",27,"compositional",25,13,67,71
"1997",7,"spectral",8,49,67,16
"1998",22,"compositional",14,30,67,24
"1999",29,"compositional",8,16,67,77
"2000",16,"spectral",3,23,67,12
"2001",14,"spectral",4,47,67,45
"2002",10,"spectral",17,20,67,2
"2003",1,"spectral",14,11,67,22
"2004",16,"spectral",14,44,67,17
"2005",9,"spectral",14,30,67,41
"2006",35,"compositional",8,50,67,69
"2007",35,"compositional",8,16,67,74
"2008",26,"compositional",4,28,67,30
"2009",31,"compositional",14,34,67,26
"2010",20,"spectral",3,43,67,67
"2011",28,"compositional",14,40,68,10
"2012",15,"spectral",3,17,68,0
"2013",34,"compositional",4,47,68,60
"2014",10,"spectral",17,20,68,55
"2015",28,"compositional",14,34,68,18
"2016",27,"compositional",25,32,68,57
"2017",0,"spectral",4,4,68,40
"2018",34,"compositional",4,38,68,11
"2019",35,"compositional",4,28,68,73
"2020",35,"compositional",4,19,68,83
"2021",31,"compositional",17,20,68,23
"2022",29,"compositional",8,16,68,65
"2023",21,"compositional",10,36,68,43
"2024",34,"compositional",4,28,68,28
"2025",14,"spectral",10,36,68,19
"2026",5,"spectral",3,25,68,11
"2027",15,"spectral",3,7,68,22
"2028",16,"spectral",3,17,68,5
"2029",0,"spectral",4,12,68,6
"2030",16,"spectral",14,30,68,9
"2031",39,"compositional",17,8,68,31
"2032",9,"spectral",14,26,68,38
"2033",16,"spectral",14,40,68,17
"2034",26,"compositional",4,46,68,20
"2035",36,"compositional",3,23,68,13
"2036",38,"compositional",25,13,68,0
"2037",21,"compositional",10,39,68,17
"2038",34,"compositional",4,4,68,14
"2039",31,"compositional",17,24,68,42
"2040",4,"spectral",8,48,68,7
"2041",11,"spectral",10,37,69,75
"2042",35,"compositional",4,12,69,35
"2043",15,"spectral",25,41,69,0
"2044",14,"spectral",10,31,69,25
"2045",7,"spectral",8,48,69,20
"2046",0,"spectral",4,38,69,15
"2047",31,"compositional",17,6,69,40
"2048",26,"compositional",4,12,69,20
"2049",9,"spectral",4,38,69,5
"2050",28,"compositional",14,9,69,15
"2051",33,"compositional",25,14,69,5
"2052",29,"compositional",8,49,69,5
"2053",17,"spectral",10,36,69,30
"2054",5,"spectral",3,33,69,15
"2055",15,"spectral",25,45,69,10
"2056",31,"compositional",17,3,69,80
"2057",28,"compositional",14,11,69,50
"2058",29,"compositional",8,18,69,35
"2059",36,"compositional",3,33,69,15
"2060",16,"spectral",14,9,69,5
"2061",20,"spectral",3,43,69,85
"2062",20,"spectral",3,7,69,85
"2063",16,"spectral",25,14,69,5
"2064",35,"compositional",10,2,69,0
"2065",0,"spectral",4,22,69,35
"2066",16,"spectral",14,44,69,40
"2067",5,"spectral",3,43,69,95
"2068",31,"compositional",17,15,69,80
"2069",20,"spectral",3,42,69,2
"2070",30,"compositional",3,29,69,35
"2071",37,"compositional",10,2,70,10
"2072",28,"compositional",14,34,70,6
"2073",33,"compositional",25,27,70,60
"2074",1,"spectral",14,9,70,6
"2075",11,"spectral",17,15,70,86
"2076",2,"spectral",8,21,70,9
"2077",22,"compositional",14,40,70,9
"2078",17,"spectral",10,37,70,23
"2079",11,"spectral",10,39,70,5
"2080",35,"compositional",8,49,70,1
"2081",0,"spectral",4,4,70,69
"2082",21,"compositional",10,39,70,63
"2083",39,"compositional",17,6,70,54
"2084",5,"spectral",3,17,70,9
"2085",38,"compositional",25,32,70,59
"2086",16,"spectral",25,32,70,32
"2087",31,"compositional",14,30,70,39
"2088",2,"spectral",8,50,70,9
"2089",39,"compositional",17,8,70,59
"2090",27,"compositional",25,13,70,55
"2091",35,"compositional",4,28,70,23
"2092",32,"compositional",17,15,70,64
"2093",26,"compositional",4,12,70,12
"2094",27,"compositional",25,32,70,76
"2095",22,"compositional",14,9,70,10
"2096",15,"spectral",3,17,70,9
"2097",38,"compositional",25,27,70,82
"2098",7,"spectral",8,48,70,9
"2099",15,"spectral",25,41,70,0
"2100",36,"compositional",3,43,70,79
"2101",36,"compositional",3,17,71,18
"2102",33,"compositional",25,45,71,20
"2103",0,"spectral",4,28,71,88
"2104",9,"spectral",4,10,71,18
"2105",13,"spectral",25,27,71,87
"2106",9,"spectral",4,28,71,81
"2107",16,"spectral",3,17,71,14
"2108",0,"spectral",4,10,71,4
"2109",33,"compositional",25,13,71,20
"2110",26,"compositional",4,38,71,17
"2111",34,"compositional",4,46,71,79
"2112",11,"spectral",10,37,71,26
"2113",7,"spectral",8,49,71,17
"2114",16,"spectral",3,25,71,15
"2115",17,"spectral",10,39,71,17
"2116",16,"spectral",14,9,71,11
"2117",31,"compositional",14,44,71,8
"2118",30,"compositional",3,43,71,84
"2119",33,"compositional",25,14,71,5
"2120",28,"compositional",14,34,71,16
"2121",11,"spectral",17,15,71,87
"2122",26,"compositional",8,49,71,11
"2123",20,"spectral",3,23,71,15
"2124",39,"compositional",17,8,71,83
"2125",27,"compositional",25,45,71,15
"2126",2,"spectral",8,48,71,46
"2127",28,"compositional",14,30,71,61
"2128",22,"compositional",14,11,71,23
"2129",31,"compositional",17,24,71,70
"2130",39,"compositional",17,6,71,22
"2131",1,"spectral",14,11,72,44
"2132",1,"spectral",14,40,72,21
"2133",2,"spectral",8,5,72,64
"2134",9,"spectral",4,47,72,23
"2135",37,"compositional",10,35,72,21
"2136",14,"spectral",4,46,72,18
"2137",16,"spectral",17,20,72,13
"2138",13,"spectral",25,27,72,77
"2139",9,"spectral",14,40,72,17
"2140",26,"compositional",8,49,72,12
"2141",16,"spectral",25,14,72,12
"2142",5,"spectral",3,29,72,11
"2143",31,"compositional",17,15,72,69
"2144",17,"spectral",10,37,72,58
"2145",9,"spectral",14,26,72,85
"2146",14,"spectral",10,36,72,56
"2147",9,"spectral",4,4,72,34
"2148",28,"compositional",14,40,72,20
"2149",5,"spectral",3,33,72,14
"2150",39,"compositional",17,15,72,24
"2151",29,"compositional",8,49,72,12
"2152",28,"compositional",14,11,72,25
"2153",20,"spectral",3,42,72,18
"2154",33,"compositional",25,27,72,82
"2155",10,"spectral",17,3,72,28
"2156",0,"spectral",4,46,72,33
"2157",16,"spectral",3,25,72,27
"2158",14,"spectral",4,10,72,23
"2159",15,"spectral",3,7,72,70
"2160",10,"spectral",17,15,72,90
"2161",20,"spectral",3,43,73,30
"2162",22,"compositional",14,26,73,10
"2163",32,"compositional",17,6,73,80
"2164",36,"compositional",3,7,73,55
"2165",38,"compositional",25,41,73,1
"2166",7,"spectral",8,50,73,5
"2167",15,"spectral",3,23,73,5
"2168",30,"compositional",3,25,73,45
"2169",13,"spectral",25,32,73,55
"2170",21,"compositional",10,31,73,10
"2171",13,"spectral",25,41,73,5
"2172",10,"spectral",17,24,73,60
"2173",28,"compositional",14,26,73,65
"2174",0,"spectral",4,19,73,10
"2175",2,"spectral",8,5,73,20
"2176",21,"compositional",10,36,73,60
"2177",31,"compositional",14,44,73,10
"2178",39,"compositional",17,15,73,20
"2179",28,"compositional",14,9,73,55
"2180",28,"compositional",14,44,73,5
"2181",7,"spectral",8,16,73,75
"2182",16,"spectral",3,33,73,35
"2183",11,"spectral",10,2,73,45
"2184",33,"compositional",25,45,73,34
"2185",35,"compositional",8,21,73,45
"2186",22,"compositional",14,34,73,55
"2187",35,"compositional",8,5,73,60
"2188",36,"compositional",3,17,73,46
"2189",29,"compositional",8,50,73,33
"2190",26,"compositional",4,12,73,28
"2191",31,"compositional",17,24,74,70
"2192",16,"spectral",25,27,74,60
"2193",33,"compositional",25,13,74,5
"2194",7,"spectral",8,5,74,20
"2195",0,"spectral",4,19,74,0
"2196",20,"spectral",3,25,74,0
"2197",35,"compositional",4,28,74,15
"2198",16,"spectral",17,3,74,65
"2199",31,"compositional",14,9,74,5
"2200",9,"spectral",4,12,74,5
"2201",21,"compositional",10,37,74,65
"2202",37,"compositional",10,37,74,50
"2203",14,"spectral",4,12,74,15
"2204",32,"compositional",17,6,74,70
"2205",27,"compositional",25,41,74,55
"2206",11,"spectral",17,20,74,45
"2207",20,"spectral",3,43,74,55
"2208",35,"compositional",4,19,74,70
"2209",9,"spectral",4,46,74,10
"2210",14,"spectral",4,47,74,45
"2211",20,"spectral",3,29,74,5
"2212",31,"compositional",14,11,74,5
"2213",34,"compositional",4,28,74,30
"2214",35,"compositional",8,5,74,75
"2215",9,"spectral",4,47,74,40
"2216",5,"spectral",3,29,74,10
"2217",35,"compositional",4,46,74,60
"2218",29,"compositional",8,48,74,15
"2219",16,"spectral",14,34,74,0
"2220",7,"spectral",8,50,74,15
"2221",11,"spectral",17,6,75,59
"2222",16,"spectral",17,24,75,42
"2223",16,"spectral",25,32,75,22
"2224",35,"compositional",4,22,75,19
"2225",39,"compositional",17,6,75,39
"2226",15,"spectral",3,23,75,10
"2227",0,"spectral",4,22,75,3
"2228",9,"spectral",4,12,75,9
"2229",17,"spectral",10,2,75,4
"2230",1,"spectral",14,9,75,9
"2231",15,"spectral",3,25,75,4
"2232",35,"compositional",4,12,75,7
"2233",2,"spectral",8,48,75,2
"2234",26,"compositional",4,38,75,8
"2235",37,"compositional",10,36,75,40
"2236",33,"compositional",25,14,75,11
"2237",35,"compositional",4,4,75,21
"2238",16,"spectral",3,7,75,54
"2239",16,"spectral",25,27,75,56
"2240",16,"spectral",25,14,75,28
"2241",20,"spectral",3,33,75,26
"2242",2,"spectral",8,50,75,23
"2243",14,"spectral",4,19,75,23
"2244",39,"compositional",17,8,75,22
"2245",26,"compositional",8,49,75,16
"2246",22,"compositional",14,26,75,18
"2247",35,"compositional",8,48,75,38
"2248",14,"spectral",4,12,75,0
"2249",31,"compositional",17,8,75,54
"2250",2,"spectral",8,21,75,11
"2251",33,"compositional",25,27,76,72
"2252",0,"spectral",4,47,76,54
"2253",9,"spectral",14,26,76,42
