"","message","compositional","sender","receiver","evaluator","evaluation"
"2989",35,"compositional",4,28,100,20
"2990",35,"compositional",8,5,100,45
"2991",27,"compositional",25,13,100,50
"2992",22,"compositional",14,40,100,14
"2993",28,"compositional",14,40,100,12
"2994",26,"compositional",4,46,100,40
"2995",32,"compositional",17,6,100,45
"2996",11,"spectral",17,3,100,87
"2997",13,"spectral",25,32,100,87
"2998",11,"spectral",10,37,100,82
"2999",15,"spectral",25,14,100,15
"3000",29,"compositional",8,49,100,15
"3001",35,"compositional",8,50,101,80
"3002",4,"spectral",8,50,101,68
"3003",31,"compositional",17,20,101,40
"3004",14,"spectral",4,38,101,2
"3005",29,"compositional",8,5,101,32
"3006",33,"compositional",25,41,101,0
"3007",26,"compositional",4,4,101,83
"3008",9,"spectral",14,40,101,64
"3009",35,"compositional",8,48,101,94
"3010",2,"spectral",8,21,101,32
"3011",1,"spectral",14,9,101,53
"3012",16,"spectral",3,7,101,96
"3013",37,"compositional",10,31,101,26
"3014",1,"spectral",14,40,101,61
"3015",13,"spectral",25,13,101,32
"3016",13,"spectral",25,32,101,55
"3017",32,"compositional",17,20,101,52
"3018",21,"compositional",10,2,101,12
"3019",11,"spectral",17,15,101,32
"3020",16,"spectral",25,45,101,5
"3021",30,"compositional",3,42,101,22
"3022",26,"compositional",8,49,101,6
"3023",20,"spectral",3,33,101,30
"3024",33,"compositional",25,14,101,27
"3025",14,"spectral",10,2,101,26
"3026",31,"compositional",17,8,101,95
"3027",11,"spectral",17,8,101,64
"3028",34,"compositional",4,4,101,88
"3029",39,"compositional",17,20,101,68
"3030",9,"spectral",4,46,101,13
"3031",15,"spectral",25,13,102,8
"3032",7,"spectral",8,50,102,2
"3033",35,"compositional",10,35,102,22
"3034",9,"spectral",14,30,102,16
"3035",4,"spectral",8,5,102,27
"3036",0,"spectral",4,22,102,6
"3037",36,"compositional",3,29,102,1
"3038",31,"compositional",17,20,102,2
"3039",30,"compositional",3,42,102,2
"3040",37,"compositional",10,39,102,69
"3041",36,"compositional",3,23,102,13
"3042",9,"spectral",4,38,102,3
"3043",35,"compositional",10,37,102,31
"3044",9,"spectral",14,44,102,3
"3045",31,"compositional",17,8,102,82
"3046",14,"spectral",4,47,102,56
"3047",21,"compositional",10,2,102,11
"3048",26,"compositional",4,38,102,3
"3049",16,"spectral",3,23,102,2
"3050",14,"spectral",4,22,102,6
"3051",4,"spectral",8,16,102,82
"3052",34,"compositional",4,46,102,30
"3053",16,"spectral",14,40,102,3
"3054",9,"spectral",14,40,102,1
"3055",15,"spectral",3,29,102,1
"3056",31,"compositional",14,26,102,26
"3057",5,"spectral",3,43,102,33
"3058",11,"spectral",17,8,102,60
"3059",29,"compositional",8,18,102,6
"3060",11,"spectral",17,24,102,47
"3061",29,"compositional",8,16,103,31
"3062",16,"spectral",3,29,103,0
"3063",13,"spectral",25,14,103,5
"3064",15,"spectral",25,45,103,5
"3065",16,"spectral",17,6,103,20
"3066",31,"compositional",17,24,103,24
"3067",14,"spectral",10,36,103,12
"3068",39,"compositional",17,15,103,22
"3069",17,"spectral",10,39,103,2
"3070",13,"spectral",25,27,103,31
"3071",15,"spectral",3,33,103,0
"3072",31,"compositional",17,3,103,30
"3073",31,"compositional",17,6,103,15
"3074",14,"spectral",4,12,103,2
"3075",14,"spectral",4,10,103,0
"3076",37,"compositional",10,36,103,40
"3077",0,"spectral",4,10,103,6
"3078",29,"compositional",8,21,103,18
"3079",28,"compositional",14,40,103,0
"3080",38,"compositional",25,41,103,0
"3081",30,"compositional",3,25,103,14
"3082",31,"compositional",14,11,103,0
"3083",35,"compositional",8,48,103,55
"3084",35,"compositional",10,39,103,58
"3085",33,"compositional",25,27,103,40
"3086",14,"spectral",10,35,103,0
"3087",16,"spectral",14,11,103,5
"3088",36,"compositional",3,33,103,0
"3089",7,"spectral",8,16,103,59
"3090",0,"spectral",4,12,103,0
"3091",13,"spectral",25,41,104,35
"3092",1,"spectral",14,30,104,92
"3093",20,"spectral",3,33,104,7
"3094",26,"compositional",4,10,104,89
"3095",4,"spectral",8,49,104,23
"3096",16,"spectral",25,27,104,93
"3097",11,"spectral",17,6,104,94
"3098",20,"spectral",3,43,104,84
"3099",1,"spectral",14,34,104,33
"3100",34,"compositional",4,47,104,62
"3101",9,"spectral",4,28,104,39
"3102",14,"spectral",4,46,104,30
"3103",22,"compositional",14,40,104,35
"3104",38,"compositional",25,27,104,89
"3105",35,"compositional",10,2,104,4
"3106",5,"spectral",3,25,104,13
"3107",26,"compositional",8,5,104,7
"3108",32,"compositional",17,6,104,63
"3109",34,"compositional",4,19,104,61
"3110",14,"spectral",4,47,104,77
"3111",31,"compositional",17,3,104,75
"3112",5,"spectral",3,33,104,6
"3113",37,"compositional",10,37,104,46
"3114",16,"spectral",17,20,104,2
"3115",14,"spectral",4,19,104,6
"3116",26,"compositional",4,28,104,41
"3117",15,"spectral",3,25,104,5
"3118",14,"spectral",4,22,104,7
"3119",11,"spectral",10,2,104,38
"3120",34,"compositional",4,28,104,76
